Linux 6.8.0-137-generic (dellr470) 	09/03/2026 	_x86_64_	(128 CPU)

06:59:25 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:59:30 PM  126   68.94    0.00    4.01    0.00    0.00    0.00    0.00    0.00    0.00   27.05
06:59:30 PM  127    4.26    0.00    2.43    0.20    0.00    0.41    0.00    0.00    0.00   92.70

06:59:30 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:59:35 PM  all   53.03    0.00    4.96    0.01    0.00    0.25    0.00    0.00    0.00   41.75
06:59:35 PM    0   49.90    0.00    8.18    0.00    0.00    1.02    0.00    0.00    0.00   40.90
06:59:35 PM    1   54.88    0.00    5.28    0.00    0.00    0.81    0.00    0.00    0.00   39.02
06:59:35 PM    2   79.23    0.00    7.66    0.00    0.00    0.20    0.00    0.00    0.00   12.90
06:59:35 PM    3   55.89    0.00    7.32    0.00    0.00    0.61    0.00    0.00    0.00   36.18
06:59:35 PM    4   45.03    0.00    3.25    0.00    0.00    0.41    0.00    0.00    0.00   51.32
06:59:35 PM    5   67.20    0.00    7.20    0.00    0.00    0.40    0.00    0.00    0.00   25.20
06:59:35 PM    6   58.99    0.00    6.67    0.00    0.00    0.20    0.00    0.00    0.00   34.14
06:59:35 PM    7   52.02    0.00    5.44    0.00    0.00    0.20    0.00    0.00    0.00   42.34
06:59:35 PM    8   74.90    0.00    8.43    0.00    0.00    0.20    0.00    0.00    0.00   16.47
06:59:35 PM    9   66.67    0.00    6.63    0.00    0.00    0.00    0.00    0.00    0.00   26.71
06:59:35 PM   10   46.06    0.00    4.65    0.00    0.00    0.20    0.00    0.00    0.00   49.09
06:59:35 PM   11   56.22    0.00    6.43    0.00    0.00    0.20    0.00    0.00    0.00   37.15
06:59:35 PM   12   55.96    0.00    6.46    0.00    0.00    0.20    0.00    0.00    0.00   37.37
06:59:35 PM   13   63.98    0.00    7.44    0.00    0.00    0.20    0.00    0.00    0.00   28.37
06:59:35 PM   14   39.80    0.00    6.87    0.00    0.00    0.20    0.00    0.00    0.00   53.13
06:59:35 PM   15   59.48    0.00    6.85    0.00    0.00    0.20    0.00    0.00    0.00   33.47
06:59:35 PM   16   56.16    0.00    3.43    0.00    0.00    0.20    0.00    0.00    0.00   40.20
06:59:35 PM   17   58.35    0.00    8.85    0.00    0.00    0.20    0.00    0.00    0.00   32.60
06:59:35 PM   18   60.97    0.00    7.24    0.00    0.00    0.20    0.00    0.00    0.00   31.59
06:59:35 PM   19   60.36    0.00    6.44    0.00    0.00    0.40    0.00    0.00    0.00   32.80
06:59:35 PM   20   37.90    0.00    7.06    0.00    0.00    0.40    0.00    0.00    0.00   54.64
06:59:35 PM   21   45.14    0.00    8.50    0.00    0.00    0.40    0.00    0.00    0.00   45.95
06:59:35 PM   22   62.40    0.00    8.00    0.00    0.00    0.20    0.00    0.00    0.00   29.40
06:59:35 PM   23   45.95    0.00    4.05    0.00    0.00    0.00    0.00    0.00    0.00   50.00
06:59:35 PM   24   57.95    0.00    7.85    0.00    0.00    0.00    0.00    0.00    0.00   34.21
06:59:35 PM   25   62.40    0.00    7.20    0.00    0.00    0.20    0.00    0.00    0.00   30.20
06:59:35 PM   26   47.07    0.00    7.07    0.00    0.00    0.20    0.00    0.00    0.00   45.66
06:59:35 PM   27   46.59    0.00    7.43    0.00    0.00    0.20    0.00    0.00    0.00   45.78
06:59:35 PM   28   74.80    0.00    5.85    0.00    0.00    0.00    0.00    0.00    0.00   19.35
06:59:35 PM   29   50.30    0.00    7.44    0.00    0.00    0.40    0.00    0.00    0.00   41.85
06:59:35 PM   30   55.22    0.00    5.82    0.00    0.00    0.20    0.00    0.00    0.00   38.76
06:59:35 PM   31   48.49    0.00    7.04    0.00    0.00    0.20    0.00    0.00    0.00   44.27
06:59:35 PM   32   60.36    0.00    8.65    0.00    0.00    0.20    0.00    0.00    0.00   30.78
06:59:35 PM   33  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:59:35 PM   34   47.19    0.00    5.02    0.00    0.00    0.20    0.00    0.00    0.00   47.59
06:59:35 PM   35  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:59:35 PM   36   66.27    0.00    5.42    0.00    0.00    0.20    0.00    0.00    0.00   28.11
06:59:35 PM   37  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:59:35 PM   38   44.06    0.00    7.24    0.00    0.00    0.20    0.00    0.00    0.00   48.49
06:59:35 PM   39  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:59:35 PM   40   50.50    0.00    4.23    0.00    0.00    0.40    0.00    0.00    0.00   44.87
06:59:35 PM   41   78.24    0.00    0.60    0.00    0.00    0.20    0.00    0.00    0.00   20.96
06:59:35 PM   42   46.48    0.00    7.44    0.00    0.00    0.00    0.00    0.00    0.00   46.08
06:59:35 PM   43  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:59:35 PM   44   37.02    0.00    8.65    0.00    0.00    0.20    0.00    0.00    0.00   54.12
06:59:35 PM   45   95.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00    4.40
06:59:35 PM   46   56.34    0.00    6.64    0.00    0.00    0.20    0.00    0.00    0.00   36.82
06:59:35 PM   47   56.43    0.00    0.80    0.00    0.00    0.20    0.00    0.00    0.00   42.57
06:59:35 PM   48   55.73    0.00    8.25    0.00    0.00    0.40    0.00    0.00    0.00   35.61
06:59:35 PM   49  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:59:35 PM   50   53.04    0.00    6.48    0.00    0.00    0.00    0.00    0.00    0.00   40.49
06:59:35 PM   51   87.80    0.00    0.20    0.00    0.00    0.20    0.00    0.00    0.00   11.80
06:59:35 PM   52   43.17    0.00    6.83    0.00    0.00    0.20    0.00    0.00    0.00   49.80
06:59:35 PM   53   91.78    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00    8.02
06:59:35 PM   54   40.16    0.00    3.41    0.00    0.00    0.20    0.00    0.00    0.00   56.22
06:59:35 PM   55  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:59:35 PM   56   70.74    0.00    7.82    0.00    0.00    0.20    0.00    0.00    0.00   21.24
06:59:35 PM   57   51.00    0.00    0.60    0.00    0.00    0.20    0.00    0.00    0.00   48.19
06:59:35 PM   58   42.60    0.00    7.20    0.00    0.00    0.00    0.00    0.00    0.00   50.20
06:59:35 PM   59  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:59:35 PM   60   98.20    0.00    0.00    0.00    0.00    1.80    0.00    0.00    0.00    0.00
06:59:35 PM   61   74.15    0.00    6.21    0.00    0.00    0.20    0.00    0.00    0.00   19.44
06:59:35 PM   62   90.96    0.00    6.43    0.00    0.00    0.00    0.00    0.00    0.00    2.61
06:59:35 PM   63  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:59:35 PM   64   34.41    0.00    6.04    0.00    0.00    0.20    0.00    0.00    0.00   59.36
06:59:35 PM   65   47.26    0.00    5.48    0.20    0.00    0.20    0.00    0.00    0.00   46.86
06:59:35 PM   66   39.24    0.00    3.22    0.00    0.00    0.20    0.00    0.00    0.00   57.34
06:59:35 PM   67   47.57    0.00    4.45    0.00    0.00    0.20    0.00    0.00    0.00   47.77
06:59:35 PM   68   66.73    0.00    7.62    0.00    0.00    0.20    0.00    0.00    0.00   25.45
06:59:35 PM   69   41.08    0.00    7.41    0.00    0.00    0.20    0.00    0.00    0.00   51.30
06:59:35 PM   70   43.37    0.00    8.63    0.00    0.00    0.00    0.00    0.00    0.00   47.99
06:59:35 PM   71   59.64    0.00    6.63    0.00    0.00    0.20    0.00    0.00    0.00   33.53
06:59:35 PM   72   48.49    0.00    5.63    0.00    0.00    0.20    0.00    0.00    0.00   45.67
06:59:35 PM   73   45.14    0.00    6.48    0.00    0.00    0.20    0.00    0.00    0.00   48.18
06:59:35 PM   74   63.78    0.00    6.44    0.00    0.00    0.20    0.00    0.00    0.00   29.58
06:59:35 PM   75   52.81    0.00    5.42    0.00    0.00    0.20    0.00    0.00    0.00   41.57
06:59:35 PM   76   55.13    0.00    3.42    0.00    0.00    0.00    0.00    0.00    0.00   41.45
06:59:35 PM   77   47.98    0.00    3.63    0.00    0.00    0.20    0.00    0.00    0.00   48.19
06:59:35 PM   78   54.73    0.00    8.45    0.00    0.00    0.40    0.00    0.00    0.00   36.42
06:59:35 PM   79   48.80    0.00    4.02    0.00    0.00    0.20    0.00    0.00    0.00   46.99
06:59:35 PM   80   58.63    0.00    6.63    0.00    0.00    0.20    0.00    0.00    0.00   34.54
06:59:35 PM   81   54.20    0.00    4.40    0.00    0.00    0.00    0.00    0.00    0.00   41.40
06:59:35 PM   82   50.30    0.00    4.81    0.00    0.00    0.20    0.00    0.00    0.00   44.69
06:59:35 PM   83   40.32    0.00    8.87    0.00    0.00    0.20    0.00    0.00    0.00   50.60
06:59:35 PM   84   64.06    0.00    6.22    0.00    0.00    0.40    0.00    0.00    0.00   29.32
06:59:35 PM   85   51.91    0.00    4.43    0.00    0.00    0.20    0.00    0.00    0.00   43.46
06:59:35 PM   86   46.69    0.00    4.61    0.00    0.00    0.00    0.00    0.00    0.00   48.70
06:59:35 PM   87   62.10    0.00    7.26    0.00    0.00    0.00    0.00    0.00    0.00   30.65
06:59:35 PM   88   51.20    0.00    6.22    0.00    0.00    0.20    0.00    0.00    0.00   42.37
06:59:35 PM   89   54.23    0.00    3.83    0.00    0.00    0.20    0.00    0.00    0.00   41.73
06:59:35 PM   90   51.52    0.00    6.06    0.00    0.00    0.20    0.00    0.00    0.00   42.22
06:59:35 PM   91   50.80    0.00   10.24    0.00    0.00    0.20    0.00    0.00    0.00   38.76
06:59:35 PM   92   42.42    0.00    6.67    0.00    0.00    0.40    0.00    0.00    0.00   50.51
06:59:35 PM   93   55.85    0.00    3.23    0.00    0.00    0.20    0.00    0.00    0.00   40.73
06:59:35 PM   94   56.14    0.00    6.84    0.00    0.00    0.40    0.00    0.00    0.00   36.62
06:59:35 PM   95   48.89    0.00    7.65    0.00    0.00    0.40    0.00    0.00    0.00   43.06
06:59:35 PM   96   46.08    0.00    5.63    0.00    0.00    0.20    0.00    0.00    0.00   48.09
06:59:35 PM   97    2.03    0.00    1.62    0.00    0.00    0.20    0.00    0.00    0.00   96.15
06:59:35 PM   98   66.67    0.00    6.02    0.00    0.00    0.00    0.00    0.00    0.00   27.31
06:59:35 PM   99    2.82    0.00    1.61    0.20    0.00    0.20    0.00    0.00    0.00   95.16
06:59:35 PM  100   42.02    0.00    5.66    0.00    0.00    0.40    0.00    0.00    0.00   51.92
06:59:35 PM  101    3.03    0.00    1.62    0.20    0.00    0.40    0.00    0.00    0.00   94.75
06:59:35 PM  102   54.03    0.00    5.65    0.20    0.00    0.20    0.00    0.00    0.00   39.92
06:59:35 PM  103    2.01    0.00    1.21    0.20    0.00    0.60    0.00    0.00    0.00   95.98
06:59:35 PM  104   60.00    0.00    5.60    0.20    0.00    0.40    0.00    0.00    0.00   33.80
06:59:35 PM  105    5.10    0.00    3.67    0.00    0.00    0.82    0.00    0.00    0.00   90.41
06:59:35 PM  106   68.26    0.00    5.79    0.00    0.00    0.00    0.00    0.00    0.00   25.95
06:59:35 PM  107    2.82    0.00    1.41    0.00    0.00    0.60    0.00    0.00    0.00   95.16
06:59:35 PM  108   72.85    0.00    6.99    0.00    0.00    0.20    0.00    0.00    0.00   19.96
06:59:35 PM  109    2.43    0.00    1.62    0.00    0.00    0.61    0.00    0.00    0.00   95.33
06:59:35 PM  110   58.63    0.00    5.62    0.00    0.00    0.20    0.00    0.00    0.00   35.54
06:59:35 PM  111   53.83    0.00    0.81    0.00    0.00    0.20    0.00    0.00    0.00   45.16
06:59:35 PM  112   44.15    0.00    5.04    0.00    0.00    0.40    0.00    0.00    0.00   50.40
06:59:35 PM  113    2.62    0.00    1.01    0.20    0.00    0.20    0.00    0.00    0.00   95.97
06:59:35 PM  114   44.87    0.00    7.44    0.00    0.00    0.40    0.00    0.00    0.00   47.28
06:59:35 PM  115    3.64    0.00    2.42    0.00    0.00    1.01    0.00    0.00    0.00   92.93
06:59:35 PM  116   64.86    0.00    5.02    0.00    0.00    0.20    0.00    0.00    0.00   29.92
06:59:35 PM  117    4.48    0.00    1.63    0.00    0.00    0.61    0.00    0.00    0.00   93.28
06:59:35 PM  118   73.15    0.00    5.01    0.00    0.00    0.20    0.00    0.00    0.00   21.64
06:59:35 PM  119    2.83    0.00    1.82    0.20    0.00    0.61    0.00    0.00    0.00   94.55
06:59:35 PM  120   37.78    0.00    6.26    0.00    0.00    0.20    0.00    0.00    0.00   55.76
06:59:35 PM  121   50.00    0.00    0.81    0.00    0.00    0.40    0.00    0.00    0.00   48.79
06:59:35 PM  122   65.33    0.00    5.61    0.00    0.00    0.20    0.00    0.00    0.00   28.86
06:59:35 PM  123    3.63    0.00    1.21    0.00    0.00    0.20    0.00    0.00    0.00   94.96
06:59:35 PM  124    2.46    0.00    2.67    0.00    0.00    0.21    0.00    0.00    0.00   94.66
06:59:35 PM  125   37.15    0.00    6.63    0.00    0.00    0.20    0.00    0.00    0.00   56.02
06:59:35 PM  126   24.95    0.00    5.23    0.00    0.00    0.20    0.00    0.00    0.00   69.62
06:59:35 PM  127    5.06    0.00    2.63    0.20    0.00    1.01    0.00    0.00    0.00   91.09

06:59:35 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:59:40 PM  all   82.67    0.00    6.08    0.02    0.00    0.20    0.00    0.00    0.00   11.03
06:59:40 PM    0   91.40    0.00    8.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:59:40 PM    1   92.81    0.00    6.99    0.00    0.00    0.00    0.00    0.00    0.00    0.20
06:59:40 PM    2   92.81    0.00    6.99    0.00    0.00    0.20    0.00    0.00    0.00    0.00
06:59:40 PM    3   93.39    0.00    6.61    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:59:40 PM    4   92.40    0.00    7.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
