Linux 6.8.0-137-generic (dellr470) 	09/03/2026 	_x86_64_	(128 CPU)

05:01:23 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:01:43 PM   92   37.21    0.00    4.81    0.00    0.00    0.10    0.00    0.00    0.00   57.87
05:01:43 PM   93   28.43    0.00    3.23    0.00    0.00    0.30    0.00    0.00    0.00   68.04
05:01:43 PM   94   35.34    0.00    3.41    0.00    0.00    0.20    0.00    0.00    0.00   61.04
05:01:43 PM   95   22.33    0.00    1.61    0.00    0.00    0.20    0.00    0.00    0.00   75.86
05:01:43 PM   96   31.38    0.00    2.83    0.00    0.00    0.20    0.00    0.00    0.00   65.59
05:01:43 PM   97    1.71    0.00    1.21    0.00    0.00    0.40    0.00    0.00    0.00   96.68
05:01:43 PM   98   30.53    0.00    2.94    0.00    0.00    0.41    0.00    0.00    0.00   66.13
05:01:43 PM   99    1.51    0.00    0.30    0.10    0.00    0.10    0.00    0.00    0.00   97.99
05:01:43 PM  100   35.52    0.00    3.94    0.00    0.00    0.20    0.00    0.00    0.00   60.34
05:01:43 PM  101    0.70    0.00    0.50    0.00    0.00    0.30    0.00    0.00    0.00   98.49
05:01:43 PM  102   24.44    0.00    3.84    0.00    0.00    0.30    0.00    0.00    0.00   71.41
05:01:43 PM  103    1.41    0.00    1.01    0.00    0.00    0.30    0.00    0.00    0.00   97.28
05:01:43 PM  104   25.83    0.00    3.13    0.10    0.00    0.40    0.00    0.00    0.00   70.53
05:01:43 PM  105    0.90    0.00    0.30    0.00    0.00    0.00    0.00    0.00    0.00   98.79
05:01:43 PM  106   27.28    0.00    4.67    0.00    0.00    0.41    0.00    0.00    0.00   67.65
05:01:43 PM  107    1.10    0.00    0.50    0.10    0.00    0.30    0.00    0.00    0.00   97.99
05:01:43 PM  108   15.77    0.00    2.33    0.00    0.00    0.20    0.00    0.00    0.00   81.70
05:01:43 PM  109    2.32    0.00    1.92    0.10    0.00    0.20    0.00    0.00    0.00   95.45
05:01:43 PM  110   27.32    0.00    4.44    0.10    0.00    0.30    0.00    0.00    0.00   67.84
05:01:43 PM  111   43.59    0.00    0.70    0.00    0.00    0.10    0.00    0.00    0.00   55.61
05:01:43 PM  112   23.10    0.00    3.14    0.00    0.00    0.41    0.00    0.00    0.00   73.35
05:01:43 PM  113    1.01    0.00    0.91    0.00    0.00    0.20    0.00    0.00    0.00   97.89
05:01:43 PM  114   39.46    0.00    4.12    0.00    0.00    0.30    0.00    0.00    0.00   56.12
05:01:43 PM  115    2.30    0.00    0.90    0.00    0.00    0.40    0.00    0.00    0.00   96.39
05:01:43 PM  116   24.57    0.00    4.04    0.00    0.00    0.20    0.00    0.00    0.00   71.18
05:01:43 PM  117    1.92    0.00    0.81    0.10    0.00    0.30    0.00    0.00    0.00   96.88
05:01:43 PM  118   25.23    0.00    3.34    0.00    0.00    0.30    0.00    0.00    0.00   71.12
05:01:43 PM  119    1.92    0.00    0.71    0.10    0.00    0.30    0.00    0.00    0.00   96.97
05:01:43 PM  120   13.56    0.00    3.24    0.00    0.00    0.40    0.00    0.00    0.00   82.79
05:01:43 PM  121   50.90    0.00    0.50    0.00    0.00    0.10    0.00    0.00    0.00   48.49
05:01:43 PM  122   30.78    0.00    3.73    0.00    0.00    0.20    0.00    0.00    0.00   65.29
05:01:43 PM  123    1.10    0.00    0.70    0.10    0.00    0.20    0.00    0.00    0.00   97.89
05:01:43 PM  124    0.70    0.00    0.40    0.00    0.00    0.10    0.00    0.00    0.00   98.80
05:01:43 PM  125   21.74    0.00    3.24    0.00    0.00    0.51    0.00    0.00    0.00   74.52
05:01:43 PM  126   18.18    0.00    2.32    0.00    0.00    0.30    0.00    0.00    0.00   79.19
05:01:43 PM  127    2.54    0.00    2.34    0.00    0.00    0.81    0.00    0.00    0.00   94.31

05:01:43 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:01:53 PM  all   31.69    0.00    2.52    0.01    0.00    0.21    0.00    0.00    0.00   65.57
